종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
495050,RISE 코리아밸류업,2024/11/04,주식-시장대표,케이비자산운용,0.0,코리아 밸류업 지수,0.99,162410162614,-0.44,높음,실물(패시브),0.008,비과세
270810,RISE 코스닥150,2017/06/16,주식-시장대표,케이비자산운용,2.21,코스닥 150,0.28,101838751630,-0.3,매우높음,실물(패시브),0.18,비과세
278240,RISE 코스닥150선물레버리지,2017/08/31,주식-시장대표,케이비자산운용,-7.96,F-코스닥150 지수,3.26,86560587764,-0.04,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
275750,RISE 코스닥150선물인버스,2017/08/01,주식-시장대표,케이비자산운용,-8.99,F-코스닥150 지수,0.72,2060914994,0.15,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
302450,RISE 코스피,2018/07/24,주식-시장대표,케이비자산운용,18.7,코스피,0.66,161584732996,-0.23,높음,실물(패시브),0.14,비과세
0047P0,RISE 테슬라고정테크100,2025/05/13,주식-전략-전략테마,케이비자산운용,0.0,KEDI 테슬라고정테크100 지수(PR),1.41,12015213774,0.5,높음,실물(패시브),0.2,배당소득세(보유기간과세)
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),2025/02/18,혼합자산-주식+채권,케이비자산운용,0.0,KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR),0.36,15945393694,-0.04,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
449580,RISE 테슬라애플아마존채권혼합,2022/12/20,혼합자산-주식+채권,케이비자산운용,12.72,iSelect 테슬라 애플 아마존 채권혼합지수(Price Return),2.74,9081860134,-0.77,보통,실물(패시브),0.24,배당소득세(보유기간과세)
334690,RISE 팔라듐선물(H),2019/09/24,원자재-금속-팔라듐,케이비자산운용,36.24,S&P GSCI Palladium Excess Return Index,2.97,4338970307,2.2,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
334700,RISE 팔라듐선물인버스(H),2019/09/24,원자재-금속-팔라듐,케이비자산운용,-36.31,S&P GSCI Palladium Excess Return Index,2.98,2220163606,-2.82,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
0047R0,RISE 팔란티어고정테크100,2025/05/13,주식-전략-전략테마,케이비자산운용,0.0,KEDI 팔란티어고정테크100 지수(PR),0.5,18083307205,1.28,높음,실물(패시브),0.2,배당소득세(보유기간과세)
427120,RISE 플랫폼테마,2022/05/17,주식-전략-전략테마,케이비자산운용,37.75,FnGuide 플랫폼테마 지수(시장가격지수),2.14,31962208310,0.09,매우높음,실물(패시브),0.45,비과세
253280,RISE 헬스케어,2016/09/23,주식-업종섹터-헬스케어,케이비자산운용,9.55,FnGuide 헬스케어 지수,0.69,8342555994,0.21,매우높음,실물(패시브),0.4,비과세
253290,RISE 헬스케어채권혼합,2016/09/23,혼합자산-주식+채권,케이비자산운용,3.52,FnGuide 헬스케어 채권혼합 지수,0.87,14926936089,-0.6,낮음,실물(패시브),0.35,배당소득세(보유기간과세)
411540,SOL 200 Top10,2021/12/09,주식-규모-대형주,신한자산운용,8.55,코스피 200 Top 10 지수,0.99,8452698002,0.03,높음,실물(패시브),0.15,비과세
295040,SOL 200TR,2018/04/23,주식-시장대표,신한자산운용,18.33,코스피 200 TR,0.21,229866786941,-0.13,높음,실물(패시브),0.05,배당소득세(보유기간과세)
462540,SOL 25-09 회사채(AA-이상)액티브,2023/08/08,채권-회사채-단기,신한자산운용,3.63,"KAP 25-09 크레딧 채권지수(AA- 이상, 총수익)",0.06,116467639536,0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
488980,SOL 26-12 회사채(AA-이상)액티브,2024/10/08,채권-혼합-단기,신한자산운용,0.0,"KAP 26-12 크레딧 채권지수(AA-이상, 총수익)",0.16,243583177735,-0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
455860,SOL 2차전지소부장Fn,2023/04/25,주식-업종섹터-업종테마,신한자산운용,-26.22,FnGuide 2차전지 소부장 지수(PR),0.49,134734024129,0.16,매우높음,실물(패시브),0.45,비과세
455850,SOL AI반도체소부장,2023/04/25,주식-업종섹터-업종테마,신한자산운용,-8.83,FnGuide AI 반도체 소부장 지수,0.54,347280862892,-0.11,매우높음,실물(패시브),0.45,비과세
497880,SOL CD금리&머니마켓액티브,2024/11/26,채권-혼합-단기,신한자산운용,0.0,KAP CD&단기자금시장지수(PR),0.05,79291266037,0.02,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
363510,SOL KIS단기통안채,2020/09/09,채권-국공채-단기,신한자산운용,2.95,KIS 단기통안채 Index(총수익),0.03,30933255604,0.01,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
292500,SOL KRX300,2018/03/26,주식-시장대표,신한자산운용,15.1,KRX 300,0.7,10336614782,-0.28,높음,실물(패시브),0.05,비과세
404650,SOL KRX기후변화솔루션,2021/10/29,주식-전략-전략테마,신한자산운용,13.79,KRX 기후변화 솔루션지수,0.59,7673720657,-0.31,매우높음,실물(패시브),0.15,비과세
490480,SOL K방산,2024/10/02,주식-업종섹터-업종테마,신한자산운용,0.0,KEDI K방산 지수(PR),0.72,98889443796,-0.14,매우높음,실물(패시브),0.45,비과세
438570,SOL 국고채10년,2022/09/06,채권-국공채-장기,신한자산운용,1.14,KAP 국고채10년지수(총수익지수),0.11,130787298386,-0.06,매우낮음,실물(패시브),0.05,배당소득세(보유기간과세)
474390,SOL 국고채30년액티브,2024/01/16,채권-국공채-장기,신한자산운용,6.95,KAP 국고채30년 지수(TR),0.66,9024294835,0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
438560,SOL 국고채3년,2022/09/06,채권-국공채-중기,신한자산운용,-1.42,KAP 국고채3년지수(총수익지수),0.07,21290040318,-0.02,매우낮음,실물(패시브),0.05,배당소득세(보유기간과세)
0066W0,SOL 국제금,2025/06/17,원자재-금속-금,신한자산운용,0.0,KEDI 국제금현물 ETF 가격지수(PR),0.64,11755361912,-0.52,보통,실물(패시브),0.3,배당소득세(보유기간과세)
0022T0,SOL 국제금커버드콜액티브,2025/03/11,원자재-금속-금,신한자산운용,0.0,KEDI 골드인컴프리미엄 지수(NTR),3.33,24631983845,0.0,높음,실물(액티브),0.45,배당소득세(보유기간과세)
400590,SOL 글로벌탄소배출권선물ICE(합성),2021/09/30,기타,신한자산운용,1.91,ICE Global Carbon Futures Index(Excess Return),0.2,8628699462,-0.42,높음,합성(패시브),0.55,배당소득세(보유기간과세)
484880,SOL 금융지주플러스고배당,2024/06/25,주식-전략-배당,신한자산운용,37.59,FnGuide 금융지주플러스고배당 지수(PR),2.43,215238971394,-0.14,매우높음,실물(패시브),0.3,비과세
484890,SOL 머니마켓액티브,2024/06/25,채권-혼합-단기,신한자산운용,3.11,KAP 시가 MMF 지수(TR),0.05,10352113032,0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
461600,SOL 미국30년국채액티브(H),2023/07/11,채권-국공채-장기,신한자산운용,-6.13,KAP 미국채 20Y+ 지수(시장가격),4.38,54605755600,-0.08,보통,실물(액티브),0.05,배당소득세(보유기간과세)
473330,SOL 미국30년국채커버드콜(합성),2023/12/27,채권-국공채-장기,신한자산운용,-11.91,KEDI 미국 국채 20년+ 커버드콜 지수(NTR),0.58,289348017231,0.45,낮음,합성(패시브),0.25,배당소득세(보유기간과세)
494210,SOL 미국500타겟데일리커버드콜액티브,2024/10/15,주식-전략-구조화,신한자산운용,0.0,KEDI 미국퀄리티500+월1%프리미엄 지수(NTR),1.32,9267480257,-0.26,높음,실물(액티브),0.35,배당소득세(보유기간과세)
479620,SOL 미국AI반도체칩메이커,2024/04/16,주식-업종섹터-업종테마,신한자산운용,13.94,Solactive US AI Semiconductor Chip Makers Index(PR),0.33,26184571202,0.95,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
481180,SOL 미국AI소프트웨어,2024/05/14,주식-업종섹터-업종테마,신한자산운용,43.34,KEDI 미국 AI 소프트웨어지수(PR),0.25,305282115672,0.54,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
486450,SOL 미국AI전력인프라,2024/07/16,주식-업종섹터-업종테마,신한자산운용,98.74,KEDI 미국AI전력인프라 지수(PR),0.37,208062523998,0.84,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
433330,SOL 미국S&P500,2022/06/21,주식-시장대표,신한자산운용,17.82,S&P 500,0.22,152267496856,0.38,높음,실물(패시브),0.05,배당소득세(보유기간과세)
399110,SOL 미국S&P500ESG,2021/09/14,주식-시장대표,신한자산운용,14.62,S&P500 Scored&Screened(PR),0.26,78450325831,0.68,높음,실물(패시브),0.15,배당소득세(보유기간과세)
0080X0,SOL 미국S&P500미국채혼합50,2025/07/15,혼합자산-주식+채권,신한자산운용,0.0,S&P 500 and iBoxx $ Treasuries 7-10Y 5050 Blend Index(USD) PR/TR Hybrid,1.65,12175163072,0.04,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
499150,SOL 미국S&P500엔화노출(H),2024/12/03,주식-시장대표,신한자산운용,0.0,S&P500 Yen Hedged Index(PR),0.77,8184988456,0.18,높음,실물(패시브),0.15,배당소득세(보유기간과세)
447620,SOL 미국TOP5채권혼합40 Solactive,2022/11/29,혼합자산-주식+채권,신한자산운용,10.7,Solactive US TOP5 Balanced40 Index,1.41,59529885888,0.51,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
476030,SOL 미국나스닥100,2024/03/12,주식-시장대표,신한자산운용,22.66,NASDAQ 100,0.13,48041724782,0.61,매우높음,실물(패시브),0.05,배당소득세(보유기간과세)
446720,SOL 미국배당다우존스,2022/11/15,주식-전략-배당,신한자산운용,0.09,Dow Jones U.S. Dividend 100 Price Return Index,0.45,803078253734,0.21,보통,실물(패시브),0.01,배당소득세(보유기간과세)
452360,SOL 미국배당다우존스(H),2023/03/21,주식-전략-배당,신한자산운용,-1.65,Dow Jones U.S. Dividend 100 Price Return Index,0.84,235983915470,0.36,보통,실물(패시브),0.05,배당소득세(보유기간과세)
493420,SOL 미국배당다우존스2호,2024/10/08,주식-전략-배당,신한자산운용,0.0,Dow Jones U.S. Dividend 100 Index(TR),0.2,29520769050,0.2,보통,실물(패시브),0.05,배당소득세(보유기간과세)
490490,SOL 미국배당미국채혼합50,2024/09/24,혼합자산-주식+채권,신한자산운용,0.0,KRX 다우존스 미국배당국채 혼합지수,1.22,289599838329,-0.01,낮음,실물(패시브),0.15,배당소득세(보유기간과세)
0023A0,SOL 미국양자컴퓨팅TOP10,2025/03/11,주식-업종섹터-업종테마,신한자산운용,0.0,KEDI 미국양자컴퓨팅 TOP10(PR),0.41,79090853098,1.8,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
0051G0,SOL 미국원자력SMR,2025/05/20,주식-업종섹터-업종테마,신한자산운용,0.0,KEDI 미국원자력 SMR 지수(PR),0.8,180685771057,1.36,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
481190,SOL 미국테크TOP10,2024/05/21,주식-업종섹터-업종테마,신한자산운용,29.18,Solactive US Tech TOP 10 Custom Index(PR),0.17,183275976224,0.7,매우높음,실물(패시브),0.05,배당소득세(보유기간과세)
481200,SOL 미국테크TOP10인버스(합성),2024/05/21,주식-업종섹터-업종테마,신한자산운용,-24.6,Solactive US Tech TOP 10 Custom Index(PR),1.01,5577650574,-0.89,매우높음,합성(패시브),0.05,배당소득세(보유기간과세)
475300,SOL 반도체전공정,2024/02/14,주식-업종섹터-업종테마,신한자산운용,-2.97,FnGuide 반도체 전공정 지수(PR),0.65,18894890254,0.25,매우높음,실물(패시브),0.45,비과세
475310,SOL 반도체후공정,2024/02/14,주식-업종섹터-업종테마,신한자산운용,-4.99,FnGuide 반도체 후공정 지수(PR),0.84,14180550835,-0.14,매우높음,실물(패시브),0.45,비과세
400580,SOL 유럽탄소배출권선물S&P(H),2021/09/30,기타,신한자산운용,4.4,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,0.99,7324914791,-0.14,매우높음,실물(패시브),0.55,배당소득세(보유기간과세)
459370,SOL 유럽탄소배출권선물인버스ICE(H),2023/06/20,기타,신한자산운용,-9.59,ICE EUA Carbon Futures Custom Roll Index(Excess Return),1.1,5754917078,-1.35,매우높음,실물(패시브),0.55,배당소득세(보유기간과세)
464610,SOL 의료기기소부장Fn,2023/08/22,주식-업종섹터-업종테마,신한자산운용,32.56,FnGuide 의료기기소부장지수(PR),0.37,14115822081,0.25,매우높음,실물(패시브),0.45,비과세
466930,SOL 자동차TOP3플러스,2023/10/05,주식-업종섹터-업종테마,신한자산운용,-0.78,FnGuide 자동차TOP3플러스지수(PR),2.0,57136587785,-0.06,매우높음,실물(패시브),0.45,비과세
464600,SOL 자동차소부장Fn,2023/08/22,주식-업종섹터-업종테마,신한자산운용,-6.2,FnGuide 자동차소부장지수(PR),0.58,8060452859,-0.35,매우높음,실물(패시브),0.45,비과세
0005D0,SOL 전고체배터리&실리콘음극재,2025/01/07,주식-업종섹터-업종테마,신한자산운용,0.0,FnGuide 전고체배터리&실리콘음극재 지수(PR),0.48,26497843334,0.27,매우높음,실물(패시브),0.45,비과세
466920,SOL 조선TOP3플러스,2023/10/05,주식-업종섹터-업종테마,신한자산운용,110.51,FnGuide 조선TOP3플러스지수(PR),0.62,1169282498183,0.09,매우높음,실물(패시브),0.45,비과세
0080Y0,SOL 조선TOP3플러스레버리지,2025/07/15,주식-업종섹터-업종테마,신한자산운용,0.0,FnGuide 조선TOP3플러스지수(PR),2.08,66271936779,-0.07,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
436140,SOL 종합채권(AA-이상)액티브,2022/08/09,채권-혼합-중기,신한자산운용,5.09,"KAP K-종합채권지수(AA-이상, 총수익)",0.17,956741186521,-0.03,매우낮음,실물(액티브),0.04,배당소득세(보유기간과세)
0016X0,SOL 중단기회사채(A-이상)액티브,2025/02/18,채권-회사채-중기,신한자산운용,0.0,KIS 중단기크레딧플러스채권(AA+~A-)지수(총수익),0.09,228289954979,-0.02,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
220130,SOL 차이나강소기업CSI500(합성 H),2015/06/08,주식-시장대표,신한자산운용,38.65,CSI 500 지수,3.62,4112011183,-0.19,매우높음,합성(패시브),0.6,배당소득세(보유기간과세)
415760,SOL 차이나육성산업액티브(합성),2022/01/13,주식-시장대표,신한자산운용,47.87,STAR 50 Index(Price Return),0.52,8280276598,-1.45,매우높음,합성(액티브),0.55,배당소득세(보유기간과세)
413220,SOL 차이나태양광CSI(합성),2021/12/22,주식-전략-전략테마,신한자산운용,7.73,CSI Photovoltaic Industry Index(PR),0.35,4028861650,-1.46,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
469830,SOL 초단기채권액티브,2023/11/07,채권-혼합-단기,신한자산운용,3.58,KAP 단기자금시장지수,0.04,939564670844,0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
444200,SOL 코리아메가테크액티브,2022/10/18,주식-업종섹터-업종테마,신한자산운용,57.69,KEDI 메가테크지수(PR),8.21,100693665569,-0.03,매우높음,실물(액티브),0.55,배당소득세(보유기간과세)
495550,SOL 코리아밸류업TR,2024/11/04,주식-시장대표,신한자산운용,0.0,코리아 밸류업 TR 지수,0.34,43212079475,0.04,높음,실물(패시브),0.05,배당소득세(보유기간과세)
450910,SOL 코스닥150,2023/01/31,주식-시장대표,신한자산운용,1.85,코스닥 150,0.29,25736971289,-0.54,매우높음,실물(패시브),0.15,비과세
0040X0,SOL 팔란티어미국채커버드콜혼합,2025/04/22,혼합자산-주식+채권,신한자산운용,0.0,KEDI 팔란티어미국채커버드콜혼합지수(NTR),1.78,19588021382,0.42,높음,실물(패시브),0.35,배당소득세(보유기간과세)
